inputs,target
"I like a lot of different foods, but my favorite is Italian food. What about you? @ Meatloaf is one of my favorites as well. It's one of the most popular foods in the world.",I like all kinds of meatsloaf. I could eat it every night for the rest of my life.
"I like all kinds of meatsloaf. I could eat it every night for the rest of my life. @ I love it too! It's so versatile. It can be made with beef, pork, chicken, seafood, vegetables, and other ingredients.",Meatloaf is one of my favorites as well. It's one of the most popular foods in the world.
"Meatloaf is one of my favorites as well. It's one of the most popular foods in the world. @ That's right! I like to make it with ground meat, eggs, and breadcrumbs.","I love it too! It's so versatile. It can be made with beef, pork, chicken, seafood, vegetables, and other ingredients."
"I love it too! It's so versatile. It can be made with beef, pork, chicken, seafood, vegetables, and other ingredients. @ I like mine with ground beef, sausage, and mashed potatoes.","That's right! I like to make it with ground meat, eggs, and breadcrumbs."
"That sounds good too. I like it with sour cream, cheese, and chili peppers. @ It's so good. It's one of the most popular dishes in the United States.",That sounds really good. I'm going to have to try that next time I make it.
"Yes, I did. It was a long time ago, but it was hard at the time. @ I am doing a lot better now, thank you for asking. I was in a very toxic relationship for a while.",I'm sorry to hear that. I hope you are doing better now. What happened?
"I am doing a lot better now, thank you for asking. I was in a very toxic relationship for a while. @ Thank you so much, I will try my best to stay strong for the rest of my life.",That's good to hear. I'm glad you are in a better place now. Stay strong!
"Thank you so much, I will try my best to stay strong for the rest of my life. @ Thank you very much, that means a lot to me. I hope you have a great day!",You're welcome. I wish you the best of luck in your future endeavors.
You are very welcome. Thank you! I hope the best for you and your family as well. @ I am sure it will. You seem like a great person. I wish you all the best.,"Thank you so much, I really appreciate it. I'm sure everything will work out in the end."
"Thank you, I am glad she did too.  I hope she is doing well now. @ I know how you feel, I haven't seen my grandparents in a few years.","She is, thank you. It's been a long time since I've seen her, though."
"Oh, I see. What are you going to do with your master's degree, if you don't mind me asking? @ I'm still in school, but I'm studying to be a teacher. I love kids!",I am going to get my masters in social sciences. What do you do?
I am going to get my masters in social sciences. What do you do? @ That's great! I'm sure you'll do great. What grade do you want to teach?,"I'm still in school, but I'm studying to be a teacher. I love kids!"
"I'm still in school, but I'm studying to be a teacher. I love kids! @ I'd like to teach kindergarten. I think it would be a lot of fun.",That's great! I'm sure you'll do great. What grade do you want to teach?
That's great! I'm sure you'll do great. What grade do you want to teach? @ That would be so fun! I bet you'll be a great teacher. What subject will you be teaching?,I'd like to teach kindergarten. I think it would be a lot of fun.
"I'd like to teach kindergarten. I think it would be a lot of fun. @ I'm going to be teaching math. I've always been good at math, so it should be a breeze.",That would be so fun! I bet you'll be a great teacher. What subject will you be teaching?
That would be so fun! I bet you'll be a great teacher. What subject will you be teaching? @ That's great! I'm sure you'll do great. What grade do you want to teach?,"I'm going to be teaching math. I've always been good at math, so it should be a breeze."
"I'm going to be teaching math. I've always been good at math, so it should be a breeze. @ I'd like to teach high school math, but I'm not sure I want to do it full time.",That's great! I'm sure you'll do great. What grade do you want to teach?
"I work in a call center. It's not the most glamorous job in the world, but it pays the bills. @ That sounds like a good idea. Nursing is a great profession to get into.","I work in IT, but I'm thinking about going back to school to be a nurse."
"Yes, I think it would be very rewarding to help people. Do you have any hobbies? @ I don't have much spare time, but I do like to read. I love fantasy novels.",I like to play video games. What about you? What do you like to do in your spare time?
